Date ;Region id ;Region ;Nick ;DL ;Danger level ;Main message
2015-03-03 ;107 ;Kåfjord ;birgitrustad ;2 ;2 Moderate  ;Be careful in areas with fresh windslabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-03 ;108 ;Tromsø ;birgitrustad ;2 ;2 Moderate  ;Heightened avalanche conditions in the alpine. Be careful of recently loaded storm slabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-03 ;109 ;Balsfjord ;birgitrustad ;2 ;2 Moderate  ;Heightened avalanche conditions in the alpine. Be careful of recently loaded storm slabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-03 ;110 ;Senja ;JonasD@ObsKorps ;1 ;1 Low  ;Generally safe conditions. Use caution on recently loaded storm slabs. Wet snowpack below treeline.
2015-03-03 ;111 ;Lyngsalpan ;birgitrustad ;2 ;2 Moderate  ;Be careful in areas with fresh windslabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-03 ;112 ;Bardu ;JonasD@ObsKorps ;2 ;2 Moderate  ;Local unstable conditions. Storm slabs have formed on specific terrain features, mainly in the alpine. A weak layer of facets is still present in the snowpack, but is capped by a strong crust layer.
2015-03-03 ;114 ;Narvik ;JonasD@ObsKorps ;2 ;2 Moderate  ;Local unstable conditions. Storm slabs have formed on specific terrain features, mainly in the alpine. A weak layer of facets is still present in the snowpack, but is capped by a strong crust layer.
2015-03-03 ;115 ;Vesterålen ;JonasD@ObsKorps ;2 ;2 Moderate  ;Heightened avalanche conditions in the alpine. Use caution on recently loaded storm slabs. Wet snowpack below treeline.
2015-03-03 ;116 ;Lofoten ;JonasD@ObsKorps ;1 ;1 Low  ;Generally safe conditions. Watch for ustable storm slabs on isolated terrain features in the alpine. Wet snowpack below treeline.
2015-03-03 ;117 ;Trollheimen ;torolav@obskorps ;1 ;1 Low  ;Generally stabilized conditions, but be careful in steep terrain with fresh winddeposited snow.
2015-03-03 ;118 ;Romsdal ;torolav@obskorps ;2 ;2 Moderate  ;Be careful in steep terrain with fresh wind-deposited snow.
2015-03-03 ;119 ;Sunnmøre ;torolav@obskorps ;2 ;2 Moderate  ;Be careful in steep terrain with fresh wind-deposited snow
2015-03-03 ;121 ;Fjordane ;torolav@obskorps ;2 ;2 Moderate  ;Be careful in terrain with fresh wind-deposited snow.
2015-03-03 ;122 ;Sogn ;birgitrustad ;2 ;2 Moderate  ;Be careful in areas with fresh windslabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-03 ;123 ;Jotunheimen ;anitaaw@met ;2 ;2 Moderate  ;Be careful in areas with wind-deposited snow,
2015-03-03 ;124 ;Voss ;torolav@obskorps ;3 ;3 Considerable  ;Avoid terrain high up with fresh wind-deposited snow. In lower terrain there are conditions for wet slabs.
2015-03-03 ;127 ;Røldal ;JonasD@ObsKorps ;3 ;3 Considerable  ;Very challenging conditions due two very different avalanche problems. Wet snow in lower elevations and risk of avalanche releasing in full depth. Conservativ terrain choice is essential on freshly loaded storm slabs in the alpine.
2015-03-03 ;128 ;Rauland ;anitaaw@met ;2 ;2 Moderate  ;Be careful in areas with wind-deposited snow,
2015-03-03 ;129 ;Tamokdalen ;birgitrustad ;2 ;2 Moderate  ;Be careful in areas with fresh windslabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-03 ;131 ;Svartisen ;JonasD@ObsKorps ;2 ;2 Moderate  ;Local unstable conditions. Storm slabs have formed on specific terrain features, mainly in the alpine. A weak layer of facets is still present in the snowpack, but is capped by a strong crust layer.
2015-03-03 ;132 ;Hallingdal ;anitaaw@met ;2 ;2 Moderate  ;Be careful in areas with wind deposited snow.
2015-03-04 ;106 ;Alta ;birgitrustad ;2 ;2 Moderate  ;Be careful in areas with fresh wind slabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-04 ;107 ;Kåfjord ;birgitrustad ;2 ;2 Moderate  ;Be careful in areas with fresh windslabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-04 ;108 ;Tromsø ;birgitrustad ;2 ;2 Moderate  ;Heightened avalanche conditions in the alpine. Be careful of recently loaded storm slabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-04 ;109 ;Balsfjord ;birgitrustad ;2 ;2 Moderate  ;Heightened avalanche conditions in the alpine. Be careful of recently loaded storm slabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-04 ;110 ;Senja ;JonasD@ObsKorps ;1 ;1 Low  ;Generally safe conditions. Use caution on recently loaded storm slabs. Wet snowpack below treeline.
2015-03-04 ;111 ;Lyngsalpan ;birgitrustad ;2 ;2 Moderate  ;Be careful in areas with fresh windslabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-04 ;112 ;Bardu ;JonasD@ObsKorps ;2 ;2 Moderate  ;Local unstable conditions. Storm slabs have formed on specific terrain features, mainly in the alpine. A weak layer of facets is still present in the snowpack, but is capped by a strong crust layer.
2015-03-04 ;114 ;Narvik ;JonasD@ObsKorps ;2 ;2 Moderate  ;Local unstable conditions. Storm slabs have formed on specific terrain features, mainly in the alpine. A weak layer of facets is still present in the snowpack, but is capped by a strong crust layer.
2015-03-04 ;115 ;Vesterålen ;JonasD@ObsKorps ;2 ;2 Moderate  ;Heightened avalanche conditions in the alpine. Use caution on recently loaded storm slabs. Wet snowpack below treeline.
2015-03-04 ;116 ;Lofoten ;JonasD@ObsKorps ;1 ;1 Low  ;Generally safe conditions. Watch for ustable storm slabs on isolated terrain features in the alpine. Wet snowpack below treeline.
2015-03-04 ;117 ;Trollheimen ;torolav@obskorps ;1 ;1 Low  ;Generally stabilized snowpack. Might be some fresh wind deposited snow in protected areas.
2015-03-04 ;118 ;Romsdal ;torolav@obskorps ;1 ;1 Low  ;Generally stabilized snowpack. Might be some fresh wind deposited snow in protected areas.
2015-03-04 ;119 ;Sunnmøre ;torolav@obskorps ;2 ;2 Moderate  ;Be careful in terrain with fresh wind-deposited snow
2015-03-04 ;121 ;Fjordane ;torolav@obskorps ;2 ;2 Moderate  ;Be careful in terrain with fresh wind-deposited snow. It is conditions for wet slabs in the region.
2015-03-04 ;122 ;Sogn ;birgitrustad ;2 ;2 Moderate  ;Be careful in areas with windslabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-04 ;123 ;Jotunheimen ;anitaaw@met ;2 ;2 Moderate  ;Be careful in areas with wind-deposited snow,
2015-03-04 ;124 ;Voss ;torolav@obskorps ;2 ;2 Moderate  ;Be careful in terrain with fresh wind-deposited snow. There are conditions for wet slabs.
2015-03-04 ;127 ;Røldal ;JonasD@ObsKorps ;2 ;2 Moderate  ;Challenging conditions due two very different avalanche problems. Wet snow in lower elevations and risk of avalanche releasing in full depth. Conservativ terrain choice is essential on freshly loaded storm slabs in the alpine.
2015-03-04 ;128 ;Rauland ;anitaaw@met ;2 ;2 Moderate  ;Be careful in steep areas with wind-deposited snow,
2015-03-04 ;129 ;Tamokdalen ;birgitrustad ;2 ;2 Moderate  ;Be careful in areas with windslabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-04 ;131 ;Svartisen ;JonasD@ObsKorps ;2 ;2 Moderate  ;Local unstable conditions. Storm slabs have formed on specific terrain features, mainly in the alpine. A weak layer of facets is still present in the snowpack, but is capped by a strong crust layer.
2015-03-04 ;132 ;Hallingdal ;anitaaw@met ;2 ;2 Moderate  ;Be careful in areas with wind deposited snow.
2015-03-05 ;106 ;Alta ;birgitrustad ;2 ;2 Moderate  ;Be careful in areas with wind slabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin. Has not proven active lately, but has a large potential if trigged.
2015-03-05 ;107 ;Kåfjord ;birgitrustad ;2 ;2 Moderate  ;Be careful in areas with windslabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-05 ;108 ;Tromsø ;birgitrustad ;2 ;2 Moderate  ;Be careful in areas with windslabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-05 ;109 ;Balsfjord ;birgitrustad ;2 ;2 Moderate  ;Be careful in areas with windslabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-05 ;110 ;Senja ;JonasD@ObsKorps ;1 ;1 Low  ;Generally safe avalanche conditions. Watch for ustable storm slabs on isolated terrain features in the alpine.
2015-03-05 ;111 ;Lyngsalpan ;birgitrustad ;2 ;2 Moderate  ;Be careful in areas with windslabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-05 ;112 ;Bardu ;JonasD@ObsKorps ;2 ;2 Moderate  ;Local unstable conditions. Storm slabs have formed on specific terrain features, mainly in the alpine. A weak layer of facets is still present in the snowpack, but is capped by a strong crust layer.
2015-03-05 ;114 ;Narvik ;JonasD@ObsKorps ;2 ;2 Moderate  ;Local unstable conditions. Storm slabs have formed on specific terrain features, mainly in the alpine. A weak layer of facets is still present in the snowpack, but is capped by a strong crust layer.
2015-03-05 ;115 ;Vesterålen ;JonasD@ObsKorps ;2 ;2 Moderate  ;Heightened avalanche conditions in the alpine. Use caution on recently loaded storm slabs.
2015-03-05 ;116 ;Lofoten ;JonasD@ObsKorps ;2 ;2 Moderate  ;Heightened avalanche conditions towards the evening. Watch for ustable storm slabs on isolated terrain features in the alpine. Wet snowpack below treeline.
2015-03-05 ;117 ;Trollheimen ;torolav@obskorps ;2 ;2 Moderate  ;Be careful in terrain with fresh wind- deposited snow.
2015-03-05 ;118 ;Romsdal ;torolav@obskorps ;2 ;2 Moderate  ;Be careful in terrain with fresh wind- deposited snow.
2015-03-05 ;119 ;Sunnmøre ;torolav@obskorps ;3 ;3 Considerable  ;Avoid terrain with fresh wind-deposited snow
2015-03-05 ;121 ;Fjordane ;torolav@obskorps ;3 ;3 Considerable  ;Avoid terrain with fresh wind-deposited snow. It is conditions for wet slabs in the region.
2015-03-05 ;122 ;Sogn ;birgitrustad ;2 ;2 Moderate  ;The danger level wil increase Thursday afternoon with increasing winds, temperatures and percipitation, and can reach danger level 3-considerable. Avoid areas with fresh windslabs.
2015-03-05 ;123 ;Jotunheimen ;anitaaw@met ;2 ;2 Moderate  ;Heightened avlanche conditions. Use caution on specific terrain features with storm slabs. In some areas storm slabs can rest on a slippery crust layer. Buried surface hoar is present in the snowpack, but not a great consern yet because of soft overlaying snow.
2015-03-05 ;124 ;Voss ;torolav@obskorps ;3 ;3 Considerable  ;Avoid terrain with fresh wind-deposited snow. There are conditions for wet slabs.
2015-03-05 ;127 ;Røldal ;JonasD@ObsKorps ;2 ;2 Moderate  ;Challenging conditions due two very different avalanche problems. Wet snow in lower elevations and risk of avalanche releasing in full depth. Conservativ terrain choice is essential on freshly loaded storm slabs in the alpine. Some uncertainty in the forecast due to the direction of the low pressure.
2015-03-05 ;128 ;Rauland ;anitaaw@met ;2 ;2 Moderate  ;Be careful in steep areas with wind-deposited snow, mainly at treeline. A persistent weak layer is still lingering deep in the snowpack, but has not proven active.
2015-03-05 ;129 ;Tamokdalen ;birgitrustad ;2 ;2 Moderate  ;Be careful in areas with windslabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-05 ;131 ;Svartisen ;JonasD@ObsKorps ;2 ;2 Moderate  ;Heightened avalanche conditions. Storm slabs have formed on specific terrain features, mainly in the alpine. A weak layer of facets is still present in the snowpack, but is capped by a strong crust layer. A new weather system is forecasted towards midnight and we might see a rises in the danger.
2015-03-05 ;132 ;Hallingdal ;anitaaw@met ;2 ;2 Moderate  ;Be careful in areas with wind deposited snow. A weak layer is still lingering in the snowpack. As proven hard to trigger, but has a large potential is triggered.
2015-03-06 ;106 ;Alta ;birgitrustad ;2 ;2 Moderate  ;Be careful in areas with fresh storm slabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin. Has not proven active lately, but has a large potential if trigged.
2015-03-06 ;107 ;Kåfjord ;birgitrustad ;2 ;2 Moderate  ;Be careful in areas with fresh storm slabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-06 ;108 ;Tromsø ;birgitrustad ;2 ;2 Moderate  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-06 ;109 ;Balsfjord ;birgitrustad ;2 ;2 Moderate  ;Be careful in areas with storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-06 ;110 ;Senja ;JonasD@ObsKorps ;2 ;2 Moderate  ;Heightened avalanche conditions. Watch for ustable storm slabs on isolated terrain features in the alpine. Some concern regarding a newly formed surface hoar layer, that might have been buried.
2015-03-06 ;111 ;Lyngsalpan ;birgitrustad ;2 ;2 Moderate  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-06 ;112 ;Bardu ;JonasD@ObsKorps ;2 ;2 Moderate  ;Heightened avalanche conditions. Watch for ustable storm slabs on isolated terrain features in the alpine. Some concern regarding a newly formed surface hoar layer, that might have been buried. A weak layer of facets can still be triggered by high additional load in shallow spots.
2015-03-06 ;114 ;Narvik ;JonasD@ObsKorps ;2 ;2 Moderate  ;Heightened avalanche conditions. Watch for ustable storm slabs on isolated terrain features in the alpine. Some concern regarding a newly formed surface hoar layer, that might have been buried.
2015-03-06 ;115 ;Vesterålen ;JonasD@ObsKorps ;2 ;2 Moderate  ;Heightened avalanche conditions. Watch for ustable storm slabs on isolated terrain features in the alpine. Some concern regarding a newly formed surface hoar layer, that might have been buried.
2015-03-06 ;116 ;Lofoten ;JonasD@ObsKorps ;2 ;2 Moderate  ;Heightened avalanche conditions. Watch for ustable storm slabs on isolated terrain features in the alpine. Some concern regarding a newly formed surface hoar layer, that might have been buried.
2015-03-06 ;117 ;Trollheimen ;torolav@obskorps ;2 ;2 Moderate  ;Be careful in terrain with fresh wind- deposited snow.
2015-03-06 ;118 ;Romsdal ;torolav@obskorps ;2 ;2 Moderate  ;Be careful in terrain with fresh wind- deposited snow.
2015-03-06 ;119 ;Sunnmøre ;torolav@obskorps ;3 ;3 Considerable  ;Challenging conditions. Be sure you have enough knowledge and experience before travelling in steep terrain.
2015-03-06 ;121 ;Fjordane ;torolav@obskorps ;3 ;3 Considerable  ;Avoid terrain with fresh wind-deposited snow. It is conditions for wet slabs in the region.
2015-03-06 ;122 ;Sogn ;birgitrustad ;2 ;2 Moderate  ;Avoid areas with fresh windslabs.
2015-03-06 ;123 ;Jotunheimen ;Espen Granan ;2 ;2 Moderate  ;Heightened avlanche conditions. Use caution on specific terrain features with storm slabs. In some areas storm slabs can rest on a slippery crust layer. Buried surface hoar is present in the snowpack, but not a great consern yet because of soft overlaying snow.
2015-03-06 ;124 ;Voss ;torolav@obskorps ;3 ;3 Considerable  ;Challenging conditions. Be sure you have enough knowledge and experience before travelling in steep terrain. There are conditions for wet slabs in the region.
2015-03-06 ;127 ;Røldal ;JonasD@ObsKorps ;3 ;3 Considerable  ;Challenging conditions due two very different avalanche problems. Wet snow in lower elevations and risk of avalanche releasing in full depth. Conservativ terrain choice is essential on freshly loaded storm slabs in the alpine.
2015-03-06 ;128 ;Rauland ;Espen Granan ;2 ;2 Moderate  ;Be careful in steep areas with wind-deposited snow, mainly at treeline. A persistent weak layer is still lingering deep in the snowpack, but has not proven active.
2015-03-06 ;129 ;Tamokdalen ;birgitrustad ;2 ;2 Moderate  ;Be careful in areas with storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-06 ;131 ;Svartisen ;JonasD@ObsKorps ;2 ;2 Moderate  ;Heightened avalanche conditions. Storm slabs have formed on specific terrain features, mainly in the alpine. A weak layer of facets is still present in the snowpack, but is capped by a strong crust layer. Widespread layers of surface hoar has formed the last couple of days. Pay attention to this layer in the future.
2015-03-06 ;132 ;Hallingdal ;Espen Granan ;2 ;2 Moderate  ;Be careful in areas with wind deposited snow. A weak layer is still lingering in the snowpack. Has proven hard to trigger, but has a large potential if triggered.
2015-03-07 ;106 ;Alta ;emma@nve ;2 ;2 Moderate  ;Be careful in areas with fresh storm slabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin. Has not proven active lately, but has a large potential if trigged.
2015-03-07 ;107 ;Kåfjord ;emma@nve ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs.
2015-03-07 ;108 ;Tromsø ;emma@nve ;2 ;2 Moderate  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-07 ;109 ;Balsfjord ;emma@nve ;2 ;2 Moderate  ;Be careful in areas with storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-07 ;110 ;Senja ;mosu@NVE ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs at higher elevations.
2015-03-07 ;111 ;Lyngsalpan ;emma@nve ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-07 ;112 ;Bardu ;mosu@NVE ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. A weak layer of facets can still be triggered by high additional load where the snow cover is thin.
2015-03-07 ;114 ;Narvik ;mosu@NVE ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. A weak layer of facets is still present in the snowpack, but is capped by a strong crust layer.
2015-03-07 ;115 ;Vesterålen ;mosu@NVE ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs at higher elevations. At lower elevatios the snow pack may be very wet.
2015-03-07 ;116 ;Lofoten ;emma@nve ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. At lower elevatios the snow pack may be very wet.
2015-03-07 ;117 ;Trollheimen ;torehum@svv ;2 ;2 Moderate  ;Be careful in terrain with fresh wind- deposited snow.
2015-03-07 ;118 ;Romsdal ;torehum@svv ;3 ;3 Considerable  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger here.
2015-03-07 ;119 ;Sunnmøre ;torehum@svv ;3 ;3 Considerable  ;Wind slabs are a problem at high elevations. Wet avalanches can release in steep terrain in lower areas.
2015-03-07 ;121 ;Fjordane ;torehum@svv ;4 ;4 High  ;Rising temperatures, wind and heavy precipitation will lead to increased avalanche hazard. Stay away from all avalanche terrain. Some roads might be vulnerable.
2015-03-07 ;122 ;Sogn ;Espen Granan ;3 ;3 Considerable  ;Rising temperatures and rain will give risk of natural wet slab avalanches. Avoid areas with fresh windslabs in the higher areas.
2015-03-07 ;123 ;Jotunheimen ;Espen Granan ;3 ;3 Considerable  ;Heightened avlanche conditions. Use caution on specific terrain features with storm slabs. Buried surface hoar is present in the snowpack, but not a great consern yet because of soft overlaying snow. Risk of wet slab avalanches under treeline.
2015-03-07 ;124 ;Voss ;torehum@svv ;4 ;4 High  ;Rising temperatures, wind and heavy precipitation will lead to increased avalanche hazard. Stay away from all avalanche terrain. Some roads might be vulnerable.
2015-03-07 ;127 ;Røldal ;Espen Granan ;4 ;4 High  ;Challenging conditions due two very different avalanche problems. Wet snow in lower elevations and risk of avalanche releasing in full depth. Conservativ terrain choice is essential on freshly loaded storm slabs in the alpine.
2015-03-07 ;128 ;Rauland ;Espen Granan ;3 ;3 Considerable  ;Be careful in steep areas with wind-deposited snow, mainly at treeline. A persistent weak layer is still lingering deep in the snowpack, but has not proven active. Under the tree-line there is possible to trigger wet slab avalanches.
2015-03-07 ;129 ;Tamokdalen ;mosu@NVE ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs at higher elevations. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-07 ;131 ;Svartisen ;mosu@NVE ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. A weak layer of facets is still present in the snowpack, but is capped by a strong crust layer.
2015-03-07 ;132 ;Hallingdal ;Espen Granan ;3 ;3 Considerable  ;Be careful in areas with wind deposited snow. A weak layer is still lingering in the snowpack. Has proven hard to trigger, but has a large potential if triggered.
2015-03-08 ;106 ;Alta ;emma@nve ;3 ;3 Considerable  ;Be careful in areas with fresh storm slabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin. Has not proven active lately, but has a large potential if trigged.
2015-03-08 ;107 ;Kåfjord ;emma@nve ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs.
2015-03-08 ;108 ;Tromsø ;emma@nve ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-08 ;109 ;Balsfjord ;emma@nve ;3 ;3 Considerable  ;Be careful in areas with storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-08 ;110 ;Senja ;mosu@NVE ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. Crust or a weak layer of buried surface hoar may be present under the storm slabs. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin. At lower elevations the snow pack is wet.
2015-03-08 ;111 ;Lyngsalpan ;emma@nve ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-08 ;112 ;Bardu ;mosu@NVE ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-08 ;114 ;Narvik ;mosu@NVE ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-08 ;115 ;Vesterålen ;emma@nve ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. Crust or a weak layer of buried surface hoar may be present under the storm slabs. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin. At lower elevations the snow pack is wet.
2015-03-08 ;116 ;Lofoten ;mosu@NVE ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. At lower elevatios the snow pack may be very wet.
2015-03-08 ;117 ;Trollheimen ;torehum@svv ;3 ;3 Considerable  ;Be careful in terrain with fresh wind-deposited snow.
2015-03-08 ;118 ;Romsdal ;torehum@svv ;3 ;3 Considerable  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger here.
2015-03-08 ;119 ;Sunnmøre ;torehum@svv ;3 ;3 Considerable  ;Wind slabs are a problem at high elevations. Wet avalanches can release in steep terrain in lower areas.
2015-03-08 ;121 ;Fjordane ;torehum@svv ;4 ;4 High  ;Rising temperatures, wind and heavy precipitation will lead to high avalanche hazard. Stay away from exposed avalanche terrain. Some roads might be vulnerable.
2015-03-08 ;122 ;Sogn ;Espen Granan ;3 ;3 Considerable  ;Rising temperatures and rain will give risk of natural wet slab avalanches. Avoid areas with fresh windslabs in the higher areas.
2015-03-08 ;123 ;Jotunheimen ;Espen Granan ;3 ;3 Considerable  ;Heightened avalanche conditions. Use caution on specific terrain features with storm slabs. Buried surface hoar is present in the snowpack, but not a great consern yet due to soft overlaying snow. Risk of wet slab avalanches below 1200 m asl.
2015-03-08 ;124 ;Voss ;torehum@svv ;4 ;4 High  ;Rising temperatures, wind and heavy precipitation will lead to high avalanche hazard. Stay away from all avalanche terrain. Some roads might be vulnerable.
2015-03-08 ;127 ;Røldal ;torehum@svv ;4 ;4 High  ;Challenging conditions due two different avalanche problems. Wet snow in lower elevations and risk of avalanche releasing in full depth. Conservativ terrain choice is essential on freshly loaded storm slabs in the alpine.
2015-03-08 ;128 ;Rauland ;Espen Granan ;3 ;3 Considerable  ;Be careful in steep areas with wind-deposited snow, mainly at treeline. A persistent weak layer is still lingering deep in the snowpack, but has not proven active. Under 1200 asl it is possible to trigger wet slab avalanches early in the day.
2015-03-08 ;129 ;Tamokdalen ;mosu@NVE ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs at higher elevations. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-08 ;131 ;Svartisen ;mosu@NVE ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. A weak layer of facets is still present in the snowpack, but is capped by a strong crust layer. At lower elevations the snow pack is wet.
2015-03-08 ;132 ;Hallingdal ;Espen Granan ;3 ;3 Considerable  ;Be careful in steep areas with wind-deposited snow, mainly at treeline. A persistent weak layer is still lingering deep in the snowpack, but has not proven active. Under 1200 asl it is possible to trigger wet slab avalanches early in the day.
2015-03-09 ;106 ;Alta ;emma@nve ;3 ;3 Considerable  ;Be careful in areas with fresh storm slabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin. It has not proven active lately, but has a large potential if triggered.
2015-03-09 ;107 ;Kåfjord ;emma@nve ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs.
2015-03-09 ;108 ;Tromsø ;emma@nve ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-09 ;109 ;Balsfjord ;emma@nve ;3 ;3 Considerable  ;Be careful in areas with storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-09 ;110 ;Senja ;mosu@NVE ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. Crust or a weak layer of buried surface hoar may be present under the storm slabs. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin. At lower elevations the snow pack is wet.
2015-03-09 ;111 ;Lyngsalpan ;emma@nve ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-09 ;112 ;Bardu ;mosu@NVE ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-09 ;114 ;Narvik ;mosu@NVE ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-09 ;115 ;Vesterålen ;emma@nve ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. Crust or a weak layer of buried surface hoar may be present under the storm slabs. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin. At lower elevations the snow pack is wet.
2015-03-09 ;116 ;Lofoten ;mosu@NVE ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. Slab avalanches are more easily triggered where the wind deposited slabs are thin or soft. At lower elevations the snow pack is wet.
